id,amount_requested,amount_funded_by_investor,interest_rate,loan_length,loan_purpose,debt_to_income_ratio,home_ownership,monthly_income,open_credit_lines,revolving_credit_balance,inquiries_in_last_six_mths,employment_length
27623,8000,8000,0.11,36,debt_consolidation,0.17,RENT,2500,13,7027,1,3
69389,9750,9750,0.16,36,debt_consolidation,0.34,MORTGAGE,3119.92,12,8774,1,5
35351,4000,4000,0.13,36,major_purchase,0.01,RENT,9583.33,8,5304,1,2
29981,3000,3000,0.11,36,debt_consolidation,0.21,RENT,5583.33,6,1531,2,10
74258,16000,16000,0.16,36,credit_card,0.11,RENT,5075,15,22380,2,3
3209,12000,11725,0.1,36,car,0.15,MORTGAGE,3000,8,20328,0,1
1364,7500,5795.24,0.12,36,home_improvement,0.18,MORTGAGE,2500,7,6349,1,4
68023,9600,9600,0.08,36,debt_consolidation,0.06,MORTGAGE,6500,8,23353,3,6
64660,23850,23850,0.23,60,debt_consolidation,0.21,MORTGAGE,5000,13,17587,1,4
59812,6250,6250,0.14,36,debt_consolidation,0.2,RENT,4248.33,9,9991,2,1
14213,16750,16359.69,0.08,36,debt_consolidation,0.21,MORTGAGE,3778.67,9,22352,0,10
34627,4000,4000,0.13,36,major_purchase,0.03,RENT,1600,3,1295,3,1
55924,23500,23500,0.19,36,credit_card,0.2,RENT,6800,17,31812,3,2
103315,3600,3575,0.13,36,educational,0.03,RENT,2000,8,2650,4,n/a
22700,1900,1900,0.07,36,other,0.23,RENT,2208.33,11,8508,1,3
51163,22500,22500,0.08,36,other,0.2,OWN,5208.33,5,22876,0,10
27554,12000,12000,0.08,60,debt_consolidation,0.11,MORTGAGE,4425.17,9,14816,0,10
34472,15000,15000,0.13,60,debt_consolidation,0.16,MORTGAGE,4500,17,18592,2,1
93022,32000,32000,0.17,36,other,0.1,MORTGAGE,19166.67,8,66885,1,5
49403,24000,24000,0.24,60,debt_consolidation,0.21,RENT,4583.33,13,28399,1,10
78078,5500,5500,0.16,36,vacation,0.2,RENT,5416.67,13,13079,3,9
14052,7300,7300,0.08,36,credit_card,0.12,RENT,3090.5,5,13459,0,7
44471,25000,24975,0.13,60,debt_consolidation,0.28,RENT,7250,14,19598,0,6
76696,4575,4575,0.11,36,credit_card,0.21,OWN,1280,8,9484,0,1
7518,10000,10000,0.15,36,debt_consolidation,0.16,MORTGAGE,3416.67,24,16591,0,10
37177,20000,19950,0.16,60,credit_card,0.24,MORTGAGE,5000,10,20062,3,10
93253,11100,11100,0.11,36,credit_card,0.3,MORTGAGE,4000,10,13410,3,6
55625,17000,17000,0.11,60,debt_consolidation,0.11,MORTGAGE,4166.67,10,19020,0,10
55934,12000,11975,0.14,36,debt_consolidation,0.17,RENT,2000,6,7552,0,10
50756,24000,24000,0.12,36,wedding,0.23,RENT,8750,12,29683,0,9
90712,7000,7000,0.18,36,credit_card,0.08,RENT,6000,5,6623,0,10
82079,10000,10000,0.12,36,debt_consolidation,0.2,RENT,5833.33,16,25687,0,4
47958,14000,14000,0.07,36,credit_card,0.29,RENT,4250,16,1850,1,8
77601,3250,3225,0.08,36,credit_card,0.03,RENT,2083.33,6,2114,1,3
82780,18000,18000,0.11,36,debt_consolidation,0.12,RENT,5100,8,17139,0,1
67401,19500,19500,0.21,36,debt_consolidation,0.27,MORTGAGE,5125,11,29033,0,10
35797,5000,5000,0.06,36,debt_consolidation,0.3,OWN,2083.33,12,22141,0,n/a
34240,20000,20000,0.18,60,debt_consolidation,0.18,RENT,4250,10,11805,0,4
24846,6000,6000,0.13,36,debt_consolidation,0.2,RENT,7500,6,6686,1,10
63299,14300,14300,0.14,36,debt_consolidation,0.22,MORTGAGE,7750,11,25213,2,4
60580,12800,12800,0.12,36,credit_card,0.1,MORTGAGE,5000,9,33085,0,10
68850,3000,2975,0.08,36,major_purchase,0.18,RENT,3458.33,4,2999,0,1
72217,25000,25000,0.13,36,debt_consolidation,0.18,MORTGAGE,14166.67,21,96169,0,10
55800,18000,18000,0.12,36,credit_card,0.22,RENT,4583.33,13,17868,0,10
86233,9750,9750,0.15,36,debt_consolidation,0.14,OWN,2518.67,7,13209,0,10
39482,5000,5000,0.12,36,debt_consolidation,0.24,RENT,2500,8,7980,2,2
45494,4000,4000,0.13,36,car,0.22,RENT,2000,16,1625,3,1
46604,1200,1200,0.08,36,debt_consolidation,0.07,RENT,1300,8,1775,0,n/a
96371,12000,12000,0.17,36,debt_consolidation,0.2,RENT,5416.67,7,3747,0,1
34831,5000,5000,0.16,36,credit_card,0.1,OWN,1733.33,11,4366,3,1
54689,21700,21700,0.08,36,debt_consolidation,0.05,MORTGAGE,15000,5,128707,0,2
73287,21850,21850,0.16,60,debt_consolidation,0.32,MORTGAGE,4628,17,32103,1,10
10206,12000,12000,0.11,36,home_improvement,0.15,MORTGAGE,5833.33,7,2701,0,9
95580,7000,7000,0.18,36,other,0.16,MORTGAGE,4166.67,7,4167,0,10
101205,32000,32000,0.24,60,moving,0.08,MORTGAGE,16666.67,5,50330,2,8
35682,13000,13000,0.14,60,debt_consolidation,0.18,RENT,3302,5,15076,3,4
43071,12000,12000,0.12,36,credit_card,0.14,MORTGAGE,2916.67,10,13576,0,5
41739,25475,25375,0.19,60,debt_consolidation,0.22,RENT,5000.67,17,24081,1,1
72931,10000,10000,0.11,36,credit_card,0.26,RENT,2833.33,8,6521,0,7
45317,5000,5000,0.12,36,other,0.25,MORTGAGE,8416.67,20,58836,1,1
12277,10000,9725,0.08,36,debt_consolidation,0.19,MORTGAGE,4300,15,24413,1,10
79495,4000,4000,0.14,36,debt_consolidation,0.26,MORTGAGE,3333.33,12,19443,1,9
11875,8000,8000,0.1,36,debt_consolidation,0.02,RENT,2800,5,2186,0,3
33968,35000,35000,0.11,36,debt_consolidation,0.09,MORTGAGE,18750,13,18528,3,6
735,9000,7650,0.11,36,credit_card,0.13,MORTGAGE,5666.67,22,36164,1,8
43702,9000,9000,0.06,36,debt_consolidation,0.06,MORTGAGE,8333.33,9,1717,0,1
99006,24000,24000,0.17,60,debt_consolidation,0.21,OWN,6250,10,17780,0,7
84307,18000,18000,0.13,60,debt_consolidation,0.17,RENT,7083.33,8,2234,2,6
21504,4000,4000,0.14,60,major_purchase,0.13,OWN,3500,5,8518,1,3
96798,15000,15000,0.07,36,debt_consolidation,0.03,MORTGAGE,6250,8,13131,0,n/a
83586,6075,6075,0.17,36,debt_consolidation,0.2,OWN,2666.67,15,7515,2,1
30986,13800,13800,0.17,60,medical,0.02,RENT,4166.67,3,2766,0,8
37090,10000,10000,0.19,60,debt_consolidation,0.12,RENT,6800,24,8311,1,4
103512,8000,7725,0.11,36,credit_card,0.13,MORTGAGE,7000,3,175087,1,10
57472,15000,15000,0.17,36,debt_consolidation,0.33,RENT,3000,20,15092,0,10
90568,4800,4800,0.07,36,car,0.1,MORTGAGE,7291.67,14,0,0,1
17240,24250,17431.82,0.12,60,credit_card,0.24,MORTGAGE,5833.33,6,31061,2,10
15315,7000,6975,0.07,36,vacation,0.21,RENT,3000,12,10784,1,5
60875,10500,10500,0.12,36,major_purchase,0.05,RENT,5000,4,502,0,2
74855,25000,24950,0.21,60,debt_consolidation,0.24,MORTGAGE,5666.67,8,27699,1,8
61143,21000,21000,0.14,60,debt_consolidation,0.06,MORTGAGE,8333.33,10,22196,0,10
103140,14400,14400,0.14,36,debt_consolidation,0.24,MORTGAGE,5833.33,9,25515,5,8
49664,9600,9600,0.11,36,debt_consolidation,0.09,RENT,3458.33,4,8915,0,10
17864,12000,12000,0.09,60,credit_card,0.19,MORTGAGE,4000,7,143151,0,4
14831,10000,10000,0.12,36,major_purchase,0.11,OWN,13333,12,36672,2,1
35303,4000,4000,0.15,36,moving,0.22,RENT,4000,10,18833,2,1
94468,20000,20000,0.21,36,debt_consolidation,0.19,RENT,6000,7,21202,2,10
100313,31300,31300,0.23,60,debt_consolidation,0.34,OWN,5833.33,11,25344,0,5
74445,6900,6900,0.08,36,home_improvement,0.14,OWN,2750,14,4087,0,6
23377,30000,17982.94,0.18,60,wedding,0.24,RENT,5632.33,10,24217,0,5
32593,2000,2000,0.12,36,wedding,0.02,RENT,2518.75,5,985,0,7
41282,12000,12000,0.08,36,credit_card,0.13,OWN,5833.33,8,9866,0,4
22718,3300,3300,0.1,36,small_business,0.05,RENT,3125,8,2623,0,7
86599,25000,25000,0.14,36,credit_card,0.15,MORTGAGE,10000,16,46708,0,10
10917,6000,5950,0.1,36,debt_consolidation,0.07,RENT,2300,5,4006,1,2
101429,3250,3250,0.21,36,small_business,0.32,RENT,2858.33,5,17662,0,6
16221,16500,16175,0.12,60,home_improvement,0.06,MORTGAGE,5833.33,8,30455,2,1
79704,31000,31000,0.21,60,debt_consolidation,0.11,RENT,5833.33,12,27120,0,1
94981,4000,4000,0.14,36,debt_consolidation,0.03,MORTGAGE,2916.67,2,2476,0,10
30378,6000,6000,0.17,36,moving,0.02,RENT,4416.67,3,2426,2,8
101294,7500,7500,0.07,36,debt_consolidation,0.13,MORTGAGE,9583.33,20,22464,0,4
30341,12000,11975,0.08,36,debt_consolidation,0.08,RENT,4500,12,8422,0,10
99706,20000,20000,0.18,36,debt_consolidation,0.22,RENT,6666.67,20,22990,6,10
80944,24000,24000,0.22,60,debt_consolidation,0.31,MORTGAGE,10104.17,14,37686,0,10
54289,7500,7500,0.2,36,debt_consolidation,0.19,RENT,3348,8,5322,0,10
101647,6250,900,0.18,36,debt_consolidation,0.2,RENT,2916.67,17,17659,9,1
21203,5000,4900,0.07,36,home_improvement,0.11,MORTGAGE,7083.33,9,0,3,1
18933,10000,10000,0.11,36,small_business,0.23,MORTGAGE,5416.67,4,20143,1,10
17315,12000,11341.5,0.07,36,debt_consolidation,0.18,RENT,5200,16,8182,0,1
2987,7000,6775,0.09,36,debt_consolidation,0.08,RENT,5000,6,3337,1,1
28478,4000,4000,0.07,36,car,0.01,RENT,5416.67,4,929,0,1
66430,7800,7800,0.13,36,credit_card,0.16,MORTGAGE,5000,8,12889,0,5
40357,15000,15000,0.15,36,debt_consolidation,0.16,RENT,6666.67,11,23226,1,2
68833,14125,14125,0.18,36,debt_consolidation,0.08,RENT,3000,6,8992,1,10
23553,8000,8000,0.05,36,credit_card,0.04,OWN,3936,7,5235,0,10
29165,4325,4325,0.07,36,credit_card,0.05,MORTGAGE,3691.67,9,5074,0,10
40616,15000,15000,0.13,36,car,0.1,RENT,3000,9,7005,1,4
63687,12000,12000,0.1,36,debt_consolidation,0.28,RENT,2916.67,8,6913,0,3
41195,6575,6575,0.09,36,debt_consolidation,0.04,MORTGAGE,7500,5,6670,0,8
78765,9000,9000,0.1,36,debt_consolidation,0.14,RENT,5166.67,10,6490,0,10
15631,4500,4500,0.09,36,credit_card,0.07,MORTGAGE,5250,10,9356,2,9
9367,20000,19875,0.1,36,credit_card,0.13,MORTGAGE,10000,14,25668,1,8
9658,1950,1950,0.13,36,other,0.15,RENT,2600,6,4100,1,3
41411,35000,35000,0.16,36,debt_consolidation,0.17,MORTGAGE,39583.33,14,55965,2,10
92344,8000,8000,0.14,36,credit_card,0.16,RENT,4166.67,12,16838,0,5
25040,15000,15000,0.11,36,medical,0.08,RENT,8750,6,6056,1,9
20709,5650,5650,0.08,36,debt_consolidation,0.16,MORTGAGE,5100,6,9863,0,1
89473,6800,6800,0.16,36,debt_consolidation,0.15,RENT,2708.33,5,2964,0,1
97353,3000,3000,0.19,36,other,0.29,MORTGAGE,7116.25,7,7416,0,10
76770,5675,5675,0.11,36,debt_consolidation,0.29,RENT,2333.33,6,9687,1,5
11185,12000,12000,0.18,60,debt_consolidation,0.01,MORTGAGE,6500,4,1549,1,10
91147,11100,11100,0.15,36,debt_consolidation,0.12,MORTGAGE,2666.67,12,8990,0,10
77149,16000,16000,0.19,60,debt_consolidation,0.18,RENT,6666.67,16,11232,2,5
29794,4800,4800,0.11,36,debt_consolidation,0.2,RENT,2666.67,5,3831,1,6
68987,6200,6200,0.15,36,credit_card,0.21,RENT,1940,5,16850,0,n/a
68857,6000,6000,0.1,36,credit_card,0.16,OWN,5166.67,13,8862,3,7
17655,2250,2250,0.1,36,car,0.18,OWN,5833.33,12,14637,0,2
11779,24000,14860.05,0.14,60,debt_consolidation,0.11,MORTGAGE,7750,11,2594,2,5
60117,10000,10000,0.12,36,debt_consolidation,0.06,RENT,4333.33,6,4665,0,1
101061,10000,10000,0.14,36,debt_consolidation,0.17,MORTGAGE,10416.67,12,12492,4,10
95951,12000,12000,0.13,36,credit_card,0.06,MORTGAGE,4833.33,9,12025,0,9
99334,12000,12000,0.13,36,debt_consolidation,0.18,RENT,3916.67,14,12134,0,8
3079,20800,13796.59,0.12,36,credit_card,0.17,MORTGAGE,5833.33,11,14337,0,10
33181,8000,8000,0.13,36,debt_consolidation,0.17,MORTGAGE,7083,11,9345,3,1
77578,10000,10000,0.1,36,debt_consolidation,0.12,RENT,4166.67,9,10979,0,4
34744,6000,6000,0.14,36,debt_consolidation,0.08,MORTGAGE,5184.75,8,14422,0,2
81395,4500,4500,0.12,36,debt_consolidation,0.14,RENT,1250,8,6265,0,5
27061,3600,3600,0.07,36,medical,0.16,RENT,2500,8,650,0,1
70210,11200,11200,0.16,36,debt_consolidation,0.12,RENT,2666.67,9,5666,1,10
10441,4000,3925,0.11,36,other,0.14,MORTGAGE,4700,7,19310,3,n/a
24517,6000,6000,0.13,60,debt_consolidation,0.14,RENT,3458,6,2072,0,10
76286,17000,17000,0.13,36,debt_consolidation,0.15,MORTGAGE,10666.67,18,26539,1,10
94792,8000,8000,0.13,36,debt_consolidation,0.07,MORTGAGE,4583.33,13,9085,1,10
4921,2800,2800,0.07,36,educational,0.08,MORTGAGE,4158,12,562,0,8
56382,12375,12375,0.06,36,debt_consolidation,0.19,MORTGAGE,6750,11,8135,0,1
96461,18825,18825,0.17,60,credit_card,0.33,MORTGAGE,3583.33,12,13426,0,8
82091,9600,9600,0.11,36,debt_consolidation,0.24,MORTGAGE,4389.92,10,2195,1,8
72589,14400,14400,0.13,36,credit_card,0.11,RENT,5000,13,19772,0,8
14073,6000,6000,0.18,60,vacation,0.15,OWN,4416.67,9,28349,3,10
48356,9000,9000,0.06,36,major_purchase,0.09,MORTGAGE,14166.67,13,40909,0,4
14728,20000,19850,0.12,60,wedding,0.16,RENT,4166.67,11,3202,0,3
20698,15000,15000,0.13,36,house,0.23,MORTGAGE,3750,12,21016,0,10
94912,20000,20000,0.11,60,debt_consolidation,0.23,MORTGAGE,9166.67,24,53494,2,10
25018,13750,13750,0.2,60,medical,0.22,MORTGAGE,2916.67,7,4690,2,2
103622,6000,6000,0.17,60,home_improvement,0.18,MORTGAGE,13625,10,26688,4,10
49201,20000,20000,0.08,36,debt_consolidation,0.1,MORTGAGE,10400,14,15626,0,2
25680,12800,12800,0.11,60,home_improvement,0.2,MORTGAGE,3333.33,13,24723,0,5
71671,6000,6000,0.06,36,debt_consolidation,0.08,MORTGAGE,3666.67,19,6275,1,4
39314,12000,12000,0.08,36,debt_consolidation,0.13,RENT,7166.67,16,13715,1,4
96016,12500,12500,0.13,36,credit_card,0.28,RENT,3416.67,12,14174,0,6
37380,5000,5000,0.18,36,other,0.05,RENT,1800,2,1749,0,1
72539,4950,4950,0.14,36,debt_consolidation,0.09,OWN,2916.67,11,7931,2,6
63746,30000,30000,0.13,60,other,0.16,RENT,20416.67,6,0,0,2
90871,10000,10000,0.12,36,debt_consolidation,0.14,MORTGAGE,6083.33,13,19263,1,8
46022,6000,6000,0.15,36,debt_consolidation,0.12,MORTGAGE,14333.33,11,31640,1,10
46841,24000,24000,0.08,36,debt_consolidation,0.21,MORTGAGE,10166.67,15,29523,1,2
20801,14000,14000,0.1,60,debt_consolidation,0.1,MORTGAGE,11333.33,6,27477,0,4
24542,6000,6000,0.07,36,credit_card,0.19,RENT,2100,8,2376,0,2
76320,22400,22400,0.13,36,debt_consolidation,0.16,RENT,7375,8,9673,0,10
43622,8000,8000,0.08,36,vacation,0,RENT,7300,2,0,0,10
63810,24575,24550,0.2,36,credit_card,0.19,MORTGAGE,5166.67,8,23157,0,10
104166,8000,8000,0.15,60,credit_card,0.06,MORTGAGE,4833.33,8,9676,4,6
93723,10000,10000,0.14,36,debt_consolidation,0.13,MORTGAGE,7916.67,11,8271,3,6
38826,29000,27884.92,0.11,60,debt_consolidation,0.04,MORTGAGE,15000,12,55964,0,10
61123,5400,5400,0.06,36,credit_card,0.04,OWN,2333.33,9,4224,0,6
75477,12375,12375,0.07,36,debt_consolidation,0.31,MORTGAGE,3500,16,14037,0,2
54656,30000,30000,0.16,60,debt_consolidation,0.21,MORTGAGE,6666.67,14,32854,2,10
34996,5000,5000,0.06,36,major_purchase,0.03,RENT,3033,7,3663,0,8
38741,6200,6200,0.19,60,credit_card,0.11,MORTGAGE,4250,9,5936,3,9
29942,7000,7000,0.07,36,major_purchase,0.07,OWN,6280,14,353,0,4
73179,29175,29175,0.21,60,credit_card,0.09,RENT,12500,9,15308,2,4
29754,35000,33645.15,0.17,60,debt_consolidation,0.06,MORTGAGE,16133.33,11,32222,0,2
24598,6000,6000,0.17,60,debt_consolidation,0.09,RENT,2400,7,7261,2,2
40139,35000,35000,0.12,60,debt_consolidation,0.13,MORTGAGE,12083.33,15,18385,0,1
3201,16400,12136.46,0.14,36,small_business,0.17,MORTGAGE,6074.17,14,23831,2,1
28230,8450,8450,0.13,60,major_purchase,0.13,MORTGAGE,1375,2,0,1,2
51424,18000,18000,0.18,36,debt_consolidation,0.2,RENT,6916.67,15,23786,0,10
28451,12375,12325,0.13,36,debt_consolidation,0.25,MORTGAGE,4416.67,7,32725,0,9
30070,10000,10000,0.05,36,home_improvement,0.02,MORTGAGE,8000,6,8974,0,3
87108,2000,2000,0.14,36,debt_consolidation,0.28,MORTGAGE,3513.33,18,23635,3,10
98762,12000,12000,0.22,60,debt_consolidation,0.13,MORTGAGE,2866.5,5,9626,1,10
60055,5000,5000,0.08,36,other,0.16,RENT,3750,6,1703,3,8
34591,12000,12000,0.06,36,major_purchase,0.03,MORTGAGE,3416.67,6,3732,0,10
57677,6000,6000,0.14,36,home_improvement,0.13,MORTGAGE,10000,9,8230,0,5
24590,13000,12975,0.1,60,home_improvement,0.09,MORTGAGE,10500,8,6810,0,10
96693,4750,4700,0.17,36,other,0.18,MORTGAGE,3583.33,11,2964,2,5
71481,10000,9925,0.18,36,small_business,0.13,MORTGAGE,11250,13,16740,2,10
80956,1000,1000,0.15,36,moving,0.25,OWN,3176,6,10982,2,5
92077,9600,9600,0.16,36,debt_consolidation,0.27,RENT,5166.67,14,5639,0,3
72346,3625,3625,0.14,36,debt_consolidation,0.11,MORTGAGE,3895,9,12251,0,10
96897,10000,10000,0.13,36,debt_consolidation,0.08,OWN,3500,11,11401,1,10
34644,19425,19400,0.12,60,debt_consolidation,0.18,MORTGAGE,3225.23,10,6782,1,2
56674,8400,8400,0.14,36,credit_card,0.17,RENT,4583.33,14,20318,2,5
24980,10000,10000,0.14,36,debt_consolidation,0.18,RENT,4166.67,9,10545,1,3
13069,6000,6000,0.13,36,debt_consolidation,0.22,MORTGAGE,9367,13,33815,0,1
70800,10000,10000,0.14,36,debt_consolidation,0.25,RENT,4666.67,9,19479,0,10
54229,6000,6000,0.12,36,debt_consolidation,0.16,RENT,1312.08,7,12475,0,1
89139,16000,16000,0.15,60,major_purchase,0.16,RENT,11250,10,15550,0,2
91401,22000,21925,0.17,36,credit_card,0.18,MORTGAGE,8666.67,12,9317,2,10
15083,25000,24950,0.21,36,credit_card,0.08,MORTGAGE,12500,3,26057,0,10
84592,13200,13200,0.2,36,credit_card,0.09,MORTGAGE,5083.33,5,10771,0,10
16548,24000,14450,0.1,60,debt_consolidation,0.08,MORTGAGE,8083.33,9,13559,0,10
3591,12250,2200,0.15,36,debt_consolidation,0.24,MORTGAGE,7416.67,13,19136,1,8
91669,21000,21000,0.11,60,debt_consolidation,0.16,MORTGAGE,7083.33,8,22298,1,9
66349,9000,9000,0.14,36,credit_card,0.15,MORTGAGE,7083.33,19,11077,1,2
59388,5000,5000,0.11,36,credit_card,0.18,RENT,4665.83,21,4677,0,4
44394,35000,34975,0.09,36,debt_consolidation,0.18,OWN,8750,8,31600,3,1
85008,20000,20000,0.22,60,credit_card,0.25,OTHER,6416.67,15,14115,0,10
91394,12000,11975,0.08,36,debt_consolidation,0.13,RENT,10000,9,23474,0,1
40061,10000,10000,0.13,36,credit_card,0.22,RENT,6000,8,11088,0,3
9216,10750,10725,0.13,36,debt_consolidation,0.14,MORTGAGE,4416.67,6,11525,0,10
17731,4000,3975,0.15,36,moving,0.22,RENT,5600,8,7900,1,5
84394,10450,10450,0.13,36,debt_consolidation,0.21,RENT,2658.83,10,13371,1,10
74496,3000,2950,0.09,36,home_improvement,0.17,MORTGAGE,4166.67,4,8082,0,3
78960,11000,11000,0.12,36,debt_consolidation,0.06,MORTGAGE,4583.33,11,12361,0,10
76662,7500,7500,0.13,36,debt_consolidation,0.08,RENT,2796.8,4,4788,0,7
11174,7350,7325,0.11,36,debt_consolidation,0.2,MORTGAGE,4000,17,33178,0,4
44650,10000,10000,0.11,36,debt_consolidation,0.1,RENT,5000,6,5510,2,3
44434,8000,8000,0.17,36,other,0.12,RENT,1750,9,5828,0,4
78935,33600,33600,0.24,60,debt_consolidation,0.19,RENT,7666.67,18,12337,0,10
36760,12000,12000,0.15,60,credit_card,0.17,RENT,4333.33,15,17997,1,1
28305,5000,5000,0.17,60,car,0.17,RENT,2400,6,2023,1,3
83591,10000,10000,0.11,36,credit_card,0.12,MORTGAGE,12083.33,14,38378,1,2
84575,2075,2075,0.1,36,debt_consolidation,0.22,RENT,2250,5,7195,0,2
103448,16000,15825,0.17,36,credit_card,0.2,MORTGAGE,6250,18,30772,5,1
60833,6000,6000,0.12,36,credit_card,0.31,MORTGAGE,4166.67,8,13250,1,n/a
55999,8600,8600,0.14,36,credit_card,0.09,RENT,4500,6,11183,0,5
80302,16800,16800,0.08,60,debt_consolidation,0.03,MORTGAGE,10666.67,7,4757,0,10
44003,7200,7200,0.08,36,medical,0.04,RENT,3000,6,75,1,6
72532,9000,9000,0.13,36,wedding,0.25,MORTGAGE,5000,12,4621,3,6
6211,10000,9767.84,0.13,36,debt_consolidation,0.21,MORTGAGE,8333.33,24,9470,1,1
77113,11350,11350,0.14,36,debt_consolidation,0.27,RENT,2783.33,14,11031,0,1
71064,6000,6000,0.17,60,home_improvement,0.11,MORTGAGE,8750,5,10980,2,6
62035,4000,4000,0.12,36,small_business,0.18,RENT,2250,7,1955,0,1
46097,6400,6400,0.11,36,debt_consolidation,0.19,RENT,3833.33,13,10451,0,1
50231,3000,3000,0.18,36,debt_consolidation,0.23,MORTGAGE,4820,23,7949,3,7
15543,1125,1125,0.06,36,credit_card,0.18,OWN,3083.33,8,3935,0,6
47985,28000,27950,0.13,60,small_business,0,RENT,4806,6,0,1,4
90988,6000,6000,0.09,36,credit_card,0.25,RENT,6666.67,22,6462,0,2
84341,5000,5000,0.06,36,other,0.06,MORTGAGE,5416.67,13,4956,0,8
39507,20000,19975,0.2,60,debt_consolidation,0.21,OWN,4916.67,16,32137,2,10
31960,9200,9200,0.07,36,credit_card,0.22,RENT,2416.67,10,21323,1,10
84317,35000,35000,0.13,60,other,0.12,MORTGAGE,20833.33,13,40765,0,5
77987,18000,18000,0.2,60,debt_consolidation,0.29,RENT,3750,18,8165,0,6
29223,8250,8250,0.07,36,credit_card,0.24,RENT,2100,7,9469,0,1
26120,1200,1200,0.07,36,other,0.18,OWN,1666.67,10,9154,0,10
20433,10000,10000,0.1,36,credit_card,0.18,RENT,7500,8,52045,0,10
92965,35000,35000,0.17,60,debt_consolidation,0.15,MORTGAGE,9000,8,41226,1,10
71638,18000,18000,0.15,36,debt_consolidation,0.16,MORTGAGE,6666.67,10,21174,0,10
29100,20000,19975,0.18,60,debt_consolidation,0.16,MORTGAGE,7000,6,20642,2,10
68581,5500,5500,0.11,36,credit_card,0.32,OWN,1666.67,7,8826,0,3
97449,35000,35000,0.22,60,debt_consolidation,0.19,OWN,9583.33,9,14184,1,n/a
78139,35000,35000,0.22,60,credit_card,0.15,RENT,9166.67,12,37424,0,3
74944,20950,20875,0.21,60,debt_consolidation,0.28,MORTGAGE,4500,15,24210,1,6
19701,1500,1500,0.1,36,other,0.17,MORTGAGE,7725,14,30626,0,6
52814,12000,12000,0.2,36,debt_consolidation,0.15,RENT,4458.33,8,13935,1,4
66454,10000,9975,0.14,36,debt_consolidation,0.13,MORTGAGE,3625,10,8464,2,1
60768,9750,9750,0.18,36,debt_consolidation,0.12,OWN,2666.67,7,8172,0,3
29410,5600,5575,0.07,36,debt_consolidation,0.25,RENT,2583,6,2454,1,2
44334,11200,11200,0.13,60,debt_consolidation,0.12,MORTGAGE,3333.33,8,8747,0,10
20640,4000,3975,0.13,36,small_business,0.08,RENT,1750,7,7178,3,1
45821,7000,7000,0.09,36,small_business,0.16,MORTGAGE,4700,12,7012,0,1
91412,18000,18000,0.06,36,debt_consolidation,0.11,MORTGAGE,7916.67,13,14007,2,7
17850,5000,5000,0.13,36,debt_consolidation,0.13,RENT,2000,9,1753,0,2
15285,10000,9975,0.09,36,small_business,0.06,RENT,4000,7,8528,0,1
26894,9800,9800,0.2,60,debt_consolidation,0.15,MORTGAGE,5340.25,8,5350,1,2
98259,20000,19975,0.12,36,credit_card,0.2,MORTGAGE,6750,14,21637,0,5
102079,5100,4950,0.18,36,debt_consolidation,0.26,RENT,3000,14,5004,6,1
60684,8875,8875,0.11,36,debt_consolidation,0.32,RENT,2160,19,17422,0,10
27607,4400,4400,0.06,36,major_purchase,0.18,OWN,4000,6,9945,1,5
38688,35000,23350,0.12,60,small_business,0.08,MORTGAGE,7500,6,5660,0,3
72991,3000,3000,0.18,36,credit_card,0.16,OWN,2916.67,9,6403,0,1
36061,4800,4800,0.12,36,moving,0.05,RENT,3500,8,5093,0,5
40081,5375,5375,0.12,36,debt_consolidation,0.29,MORTGAGE,2166.67,5,15475,1,8
30824,14000,14000,0.12,60,debt_consolidation,0.2,MORTGAGE,6333.33,12,32213,0,1
14118,19800,19775,0.13,36,credit_card,0.2,MORTGAGE,6666.67,8,31220,0,1
57483,13025,13025,0.13,36,credit_card,0.08,MORTGAGE,4333.33,6,13029,0,10
74764,18000,18000,0.18,36,debt_consolidation,0.21,RENT,9333.33,12,37526,1,6
1670,2500,2275.77,0.08,36,major_purchase,0.18,MORTGAGE,3666.67,6,406,0,10
15094,5000,4985.44,0.07,36,debt_consolidation,0.11,OWN,4166.67,6,16666,1,5
63651,4500,4500,0.11,36,credit_card,0.1,RENT,2916.67,13,4265,0,4
72750,15000,15000,0.09,36,debt_consolidation,0.09,RENT,7500,8,8343,1,1
85468,35000,35000,0.2,60,debt_consolidation,0.12,MORTGAGE,18750,14,41707,2,1
31815,4500,4500,0.08,36,credit_card,0.03,RENT,2166.67,2,527,1,3
75818,4500,4500,0.17,36,debt_consolidation,0.17,RENT,4666.67,24,893,1,3
14231,1450,1450,0.08,36,other,0.22,RENT,833.33,9,709,0,n/a
4537,6000,6000,0.15,36,small_business,0.12,RENT,7083.33,7,5341,0,2
16023,4500,4500,0.07,36,medical,0.16,MORTGAGE,3250,16,6049,0,10
36134,14000,14000,0.07,36,debt_consolidation,0.2,RENT,4583.33,15,15890,1,10
87110,15000,15000,0.06,36,debt_consolidation,0.09,MORTGAGE,12000,17,13151,0,2
28467,22000,14550,0.11,60,debt_consolidation,0.16,MORTGAGE,5243.75,18,14115,0,2
928,10000,1300,0.11,36,credit_card,0.11,MORTGAGE,6666.67,8,43712,0,4
84897,35000,35000,0.2,36,debt_consolidation,0.21,MORTGAGE,12333.33,23,36870,0,10
63224,10000,10000,0.2,36,debt_consolidation,0.19,RENT,5250,25,3802,1,3
